id,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales,release_date,anio,mes_num,nombre_mes,dia
9296,Interactive Sampler Disc 6,ps,1997,misc,sony computer entertainment,0.08,0.05,0.0,0.01,0.14,1997-03-29 00:00:00,1997,3,march,29
9297,Let's Play Ballerina,ds,2010,sports,deep silver,0.13,0.0,0.0,0.01,0.14,2010-08-08 00:00:00,2010,8,august,8
9298,Wild Earth: African Safari,wii,2008,simulation,majesco entertainment,0.11,0.02,0.0,0.01,0.14,2008-04-05 00:00:00,2008,4,april,5
9299,Apex,xb,2003,racing,atari,0.1,0.03,0.0,0.0,0.14,2003-08-18 00:00:00,2003,8,august,18
9300,Kamen Rider Battle: Ganbaride,ds,2010,strategy,namco bandai games,0.0,0.0,0.14,0.0,0.14,2010-04-18 00:00:00,2010,4,april,18
9301,Tomb Raider: The Prophecy,gba,2002,action,ubisoft,0.1,0.04,0.0,0.0,0.14,2002-05-16 00:00:00,2002,5,may,16
9302,Vampire Night,ps2,2001,shooter,sony computer entertainment,0.07,0.05,0.0,0.02,0.14,2001-02-18 00:00:00,2001,2,february,18
9303,Kororinpa: Marble Mania,wii,2006,puzzle,nintendo,0.08,0.02,0.03,0.01,0.14,2006-03-13 00:00:00,2006,3,march,13
9304,Open Season,ds,2006,platform,ubisoft,0.12,0.0,0.0,0.01,0.14,2006-02-05 00:00:00,2006,2,february,5
9305,Guilty Gear,ps,1998,fighting,virgin interactive,0.03,0.02,0.07,0.01,0.14,1998-03-24 00:00:00,1998,3,march,24
9306,Battlefield: Hardline,pc,2015,shooter,electronic arts,0.0,0.13,0.0,0.01,0.14,2015-08-02 00:00:00,2015,8,august,2
9307,Game Party: Champions,wiiu,2012,action,warner bros. interactive entertainment,0.09,0.03,0.0,0.01,0.14,2012-10-14 00:00:00,2012,10,october,14
9308,Divinity II: The Dragon Knight Saga,x360,2010,role-playing,focus home interactive,0.11,0.02,0.0,0.01,0.14,2010-02-08 00:00:00,2010,2,february,8
9309,World Championship Poker 2: Featuring Howard Lederer,psp,2005,misc,505 games,0.12,0.0,0.0,0.01,0.14,2005-05-24 00:00:00,2005,5,may,24
9310,Mary-Kate and Ashley: Crush Course,ps,2001,action,acclaim entertainment,0.08,0.05,0.0,0.01,0.14,2001-08-11 00:00:00,2001,8,august,11
9311,NHL Breakaway 98,ps,1996,sports,acclaim entertainment,0.08,0.05,0.0,0.01,0.14,1996-12-23 00:00:00,1996,12,december,23
9313,Top Shot Arcade,wii,2011,shooter,activision,0.13,0.0,0.0,0.01,0.14,2011-07-25 00:00:00,2011,7,july,25
9314,Imagine: Fashion Stylist,ds,2010,simulation,ubisoft,0.13,0.0,0.0,0.01,0.14,2010-09-11 00:00:00,2010,9,september,11
9315,Pro Evolution Soccer 2015,xone,2014,sports,konami digital entertainment,0.02,0.1,0.0,0.01,0.14,2014-06-13 00:00:00,2014,6,june,13
9316,Red Orchestra 2: Heroes of Stalingrad,pc,2011,shooter,tripwire interactive,0.04,0.07,0.0,0.02,0.14,2011-07-04 00:00:00,2011,7,july,4
9317,Tiger Woods PGA Tour 2005,gc,2004,sports,electronic arts,0.1,0.03,0.0,0.0,0.14,2004-05-25 00:00:00,2004,5,may,25
9318,Deepak Chopra's Leela,wii,2011,misc,thq,0.11,0.01,0.0,0.01,0.14,2011-05-15 00:00:00,2011,5,may,15
9319,Tom Clancy's Ghost Recon,wii,2010,shooter,ubisoft,0.11,0.01,0.0,0.01,0.14,2010-12-03 00:00:00,2010,12,december,3
9320,007: Quantum of Solace,ds,2008,action,activision,0.11,0.01,0.0,0.01,0.14,2008-10-28 00:00:00,2008,10,october,28
9321,Salt Lake 2002,ps2,2002,sports,eidos interactive,0.07,0.05,0.0,0.02,0.14,2002-04-25 00:00:00,2002,4,april,25
9322,ESPN MLB Baseball,xb,2004,sports,sega,0.1,0.03,0.0,0.0,0.14,2004-11-02 00:00:00,2004,11,november,2
9323,NCIS,wii,2011,adventure,ubisoft,0.08,0.04,0.0,0.01,0.14,2011-11-24 00:00:00,2011,11,november,24
9324,Little League World Series Baseball 2009,ds,2009,sports,activision,0.13,0.0,0.0,0.01,0.14,2009-09-24 00:00:00,2009,9,september,24
9325,Gladius,xb,2003,strategy,activision,0.1,0.03,0.0,0.0,0.14,2003-02-11 00:00:00,2003,2,february,11
9326,Legends of Wrestling,xb,2002,fighting,acclaim entertainment,0.1,0.03,0.0,0.0,0.14,2002-06-01 00:00:00,2002,6,june,1
9327,Queen's Gate: Spiral Chaos,psp,2011,role-playing,namco bandai games,0.0,0.0,0.14,0.0,0.14,2011-09-06 00:00:00,2011,9,september,6
9328,Nayuta no Kiseki,psp,2012,action,nihon falcom corporation,0.0,0.0,0.14,0.0,0.14,2012-12-16 00:00:00,2012,12,december,16
9329,Back At The Barnyard: Slop Bucket Games,ds,2008,sports,thq,0.12,0.0,0.0,0.01,0.14,2008-02-21 00:00:00,2008,2,february,21
9330,Quick Yoga Training,ds,2008,misc,ubisoft,0.13,0.0,0.0,0.01,0.14,2008-06-26 00:00:00,2008,6,june,26
9331,Fashion Studio: Paris Collection,ds,2009,misc,ubisoft,0.13,0.0,0.0,0.01,0.13,2009-06-18 00:00:00,2009,6,june,18
9332,Legendary,ps3,2008,shooter,atari,0.08,0.03,0.0,0.02,0.13,2008-02-29 00:00:00,2008,2,february,29
9333,Spy Hunter 2,xb,2003,racing,midway games,0.1,0.03,0.0,0.0,0.13,2003-03-28 00:00:00,2003,3,march,28
9334,Peppa Pig: Fun and Games,wii,2010,misc,ubisoft,0.0,0.12,0.0,0.02,0.13,2010-12-20 00:00:00,2010,12,december,20
9335,Backyard Soccer,ps,2001,sports,infogrames,0.07,0.05,0.0,0.01,0.13,2001-10-21 00:00:00,2001,10,october,21
9336,Final Fantasy XI: Rise of the Zilart,ps2,2003,role-playing,square enix,0.0,0.0,0.13,0.0,0.13,2003-01-09 00:00:00,2003,1,january,9
9337,James Bond 007: Nightfire,gba,2003,shooter,electronic arts,0.1,0.04,0.0,0.0,0.13,2003-07-20 00:00:00,2003,7,july,20
9338,Nobunaga no Yabou: Tendou,ps3,2010,strategy,tecmo koei,0.0,0.0,0.13,0.0,0.13,2010-04-12 00:00:00,2010,4,april,12
9339,Medalot 7,3ds,2012,action,rocket company,0.0,0.0,0.13,0.0,0.13,2012-10-17 00:00:00,2012,10,october,17
9340,Bio FREAKS,ps,1998,action,gt interactive,0.07,0.05,0.0,0.01,0.13,1998-08-30 00:00:00,1998,8,august,30
9341,Castlevania Chronicles,ps,2001,platform,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,2001-09-21 00:00:00,2001,9,september,21
9342,Suzumiya Haruhi no Tomadoi,ps2,2008,adventure,banpresto,0.0,0.0,0.13,0.0,0.13,2008-09-16 00:00:00,2008,9,september,16
9343,MLB Power Pros 2008,wii,2008,sports,konami digital entertainment,0.12,0.0,0.01,0.01,0.13,2008-05-19 00:00:00,2008,5,may,19
9344,NHL 2K8,x360,2007,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13,2007-07-31 00:00:00,2007,7,july,31
9345,Dokapon Kingdom,wii,2008,role-playing,sting,0.12,0.0,0.0,0.01,0.13,2008-10-24 00:00:00,2008,10,october,24
9346,Bratz,gba,2002,platform,ubisoft,0.1,0.04,0.0,0.0,0.13,2002-12-08 00:00:00,2002,12,december,8
9347,Go Play: Circus Star,wii,2009,action,majesco entertainment,0.12,0.0,0.0,0.01,0.13,2009-06-22 00:00:00,2009,6,june,22
9348,King Arthur,ps2,2004,action,konami digital entertainment,0.07,0.05,0.0,0.02,0.13,2004-05-25 00:00:00,2004,5,may,25
9349,Winter Stars,wii,2011,sports,deep silver,0.06,0.07,0.0,0.01,0.13,2011-02-13 00:00:00,2011,2,february,13
9350,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 1: CR Shinseiki Evangelion,ps2,2005,misc,d3publisher,0.0,0.0,0.13,0.0,0.13,2005-02-01 00:00:00,2005,2,february,1
9351,The Guy Game,ps2,2004,misc,gathering of developers,0.07,0.05,0.0,0.02,0.13,2004-05-24 00:00:00,2004,5,may,24
9352,Rurouni Kenshin: Enjou! Kyoto Rinne,ps2,2006,action,banpresto,0.0,0.0,0.13,0.0,0.13,2006-04-17 00:00:00,2006,4,april,17
9353,Blade II,xb,2002,action,activision,0.1,0.03,0.0,0.0,0.13,2002-10-29 00:00:00,2002,10,october,29
9354,Suikoden: Tsumugareshi Hyakunen no Toki,psp,2012,role-playing,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2012-04-06 00:00:00,2012,4,april,6
9355,Baseball Advance,gba,2002,sports,sega,0.1,0.04,0.0,0.0,0.13,2002-03-21 00:00:00,2002,3,march,21
9356,Shonen Jump's One Piece: Grand Battle,ps2,2005,fighting,atari,0.07,0.05,0.0,0.02,0.13,2005-03-29 00:00:00,2005,3,march,29
9357,Retro Atari Classics,ds,2005,misc,atari,0.12,0.0,0.0,0.01,0.13,2005-10-12 00:00:00,2005,10,october,12
9358,NHL 2K9,ps3,2008,sports,take-two interactive,0.11,0.01,0.0,0.01,0.13,2008-05-11 00:00:00,2008,5,may,11
9359,Pro Yaky? Spirits 6,ps2,2009,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2009-06-23 00:00:00,2009,6,june,23
9360,Freddi Fish: ABC under the sea,ds,2008,misc,atari,0.13,0.0,0.0,0.01,0.13,2008-06-04 00:00:00,2008,6,june,4
9361,Puzzle Kingdoms,ds,2009,puzzle,zoo digital publishing,0.12,0.0,0.0,0.01,0.13,2009-12-30 00:00:00,2009,12,december,30
9362,Shovel Knight,3ds,2015,platform,yacht club games,0.07,0.04,0.01,0.01,0.13,2015-01-18 00:00:00,2015,1,january,18
9363,Hyperdimension Idol Neptunia PP,psv,2013,misc,namco bandai games,0.04,0.03,0.04,0.02,0.13,2013-04-21 00:00:00,2013,4,april,21
9364,Paperboy / Rampage,gba,2005,misc,zoo digital publishing,0.1,0.04,0.0,0.0,0.13,2005-10-09 00:00:00,2005,10,october,9
9365,Shiren the Wanderer 4 - God's Eye and the Demon's Navel,ds,2010,role-playing,spike,0.0,0.0,0.13,0.0,0.13,2010-02-15 00:00:00,2010,2,february,15
9366,Ben 10 Galactic Racing,3ds,2011,racing,d3publisher,0.07,0.06,0.0,0.01,0.13,2011-09-20 00:00:00,2011,9,september,20
9367,Sentou Kokka Air Land Battle,ps,1995,strategy,sony computer entertainment,0.0,0.0,0.13,0.01,0.13,1995-05-03 00:00:00,1995,5,may,3
9368,NTRA Breeders' Cup World Thoroughbred Championships,ps2,2005,simulation,bethesda softworks,0.07,0.05,0.0,0.02,0.13,2005-01-10 00:00:00,2005,1,january,10
9369,Tak 2: The Staff of Dreams,xb,2004,platform,thq,0.1,0.03,0.0,0.0,0.13,2004-08-02 00:00:00,2004,8,august,2
9370,Hulk Hogan's Main Event,x360,2011,fighting,505 games,0.1,0.02,0.0,0.01,0.13,2011-08-16 00:00:00,2011,8,august,16
9371,Transformers: Devastation,xone,2015,action,activision,0.09,0.03,0.0,0.01,0.13,2015-06-30 00:00:00,2015,6,june,30
9372,Euro Truck Simulator 2,pc,2012,action,scs software,0.0,0.12,0.0,0.02,0.13,2012-01-12 00:00:00,2012,1,january,12
9373,DmC: Devil May Cry,xone,2015,action,capcom,0.08,0.04,0.0,0.01,0.13,2015-12-12 00:00:00,2015,12,december,12
9374,WipeOut 3 The Game,wiiu,2012,action,activision,0.12,0.0,0.0,0.01,0.13,2012-05-27 00:00:00,2012,5,may,27
9375,Ys: The Ark of Napishtim,ps2,2005,role-playing,konami digital entertainment,0.07,0.05,0.0,0.02,0.13,2005-09-02 00:00:00,2005,9,september,2
9376,Peter Jackson's King Kong: The Official Game of the Movie,ds,2005,action,ubisoft,0.12,0.0,0.0,0.01,0.13,2005-06-03 00:00:00,2005,6,june,3
9377,Brain Assist,ds,2007,misc,sega,0.12,0.0,0.0,0.01,0.13,2007-02-04 00:00:00,2007,2,february,4
9378,Azure Dreams,ps,1997,role-playing,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,1997-04-14 00:00:00,1997,4,april,14
9379,Rumble Roses XX,x360,2006,fighting,konami digital entertainment,0.07,0.01,0.04,0.01,0.13,2006-01-21 00:00:00,2006,1,january,21
9380,Space Camp,wii,2009,action,activision,0.12,0.0,0.0,0.01,0.13,2009-07-09 00:00:00,2009,7,july,9
9381,SingStar Latino,ps2,2007,misc,sony computer entertainment,0.07,0.05,0.0,0.02,0.13,2007-01-26 00:00:00,2007,1,january,26
9382,Bakugan: Battle Trainer,ds,2010,action,activision,0.12,0.0,0.0,0.01,0.13,2010-12-14 00:00:00,2010,12,december,14
9383,Phantom Brave: We Meet Again,wii,2009,role-playing,nippon ichi software,0.12,0.0,0.01,0.01,0.13,2009-05-02 00:00:00,2009,5,may,2
9384,Monster Rancher DS,ds,2008,role-playing,tecmo koei,0.08,0.0,0.05,0.01,0.13,2008-03-31 00:00:00,2008,3,march,31
9385,Kurt Warner's Arena Football Unleashed,ps,2000,sports,midway games,0.07,0.05,0.0,0.01,0.13,2000-02-25 00:00:00,2000,2,february,25
9386,Suite PreCure: Melody Collection,ds,2011,misc,namco bandai games,0.0,0.0,0.13,0.0,0.13,2011-08-26 00:00:00,2011,8,august,26
9387,Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,ps2,2008,role-playing,atlus,0.07,0.05,0.0,0.02,0.13,2008-01-09 00:00:00,2008,1,january,9
9388,NHL 2K9,ps2,2008,sports,take-two interactive,0.07,0.05,0.0,0.02,0.13,2008-10-28 00:00:00,2008,10,october,28
9389,Venetica,x360,2010,role-playing,dtp entertainment,0.09,0.03,0.0,0.01,0.13,2010-07-06 00:00:00,2010,7,july,6
9390,Disney's Kim Possible: Kimmunicator,ds,2005,platform,disney interactive studios,0.11,0.01,0.0,0.01,0.13,2005-10-09 00:00:00,2005,10,october,9
9391,James Bond 007: Legends,wiiu,2012,shooter,activision,0.07,0.05,0.0,0.01,0.13,2012-07-10 00:00:00,2012,7,july,10
9392,Rogue Ops,xb,2003,action,kemco,0.1,0.03,0.0,0.0,0.13,2003-09-27 00:00:00,2003,9,september,27
9393,NBA Hoopz,ps,2001,sports,midway games,0.07,0.05,0.0,0.01,0.13,2001-05-23 00:00:00,2001,5,may,23
9395,Rugby 15,ps3,2015,sports,bigben interactive,0.02,0.09,0.0,0.02,0.13,2015-12-17 00:00:00,2015,12,december,17
9396,MLB 11: The Show,ps2,2011,sports,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,2011-01-09 00:00:00,2011,1,january,9
9397,Castrol Honda Superbike Racing,ps,1998,racing,thq,0.07,0.05,0.0,0.01,0.13,1998-05-27 00:00:00,1998,5,may,27
9398,History Civil War: Secret Missions,x360,2008,shooter,activision,0.12,0.0,0.0,0.01,0.13,2008-02-02 00:00:00,2008,2,february,2
9399,Army Men: Green Rogue,ps2,2001,action,3do,0.06,0.05,0.0,0.02,0.13,2001-12-24 00:00:00,2001,12,december,24
9400,My Spanish Coach,psp,2008,misc,ubisoft,0.12,0.0,0.0,0.01,0.13,2008-05-19 00:00:00,2008,5,may,19
9401,Chessmaster,xb,2004,misc,ubisoft,0.1,0.03,0.0,0.0,0.13,2004-11-25 00:00:00,2004,11,november,25
9402,Over the Hedge: Hammy Goes Nuts!,ds,2006,platform,activision,0.12,0.0,0.0,0.01,0.13,2006-01-16 00:00:00,2006,1,january,16
9403,Fatal Inertia,x360,2007,racing,tecmo koei,0.12,0.0,0.0,0.01,0.13,2007-03-20 00:00:00,2007,3,march,20
9404,Superman: The Man of Steel,xb,2002,action,atari,0.1,0.03,0.0,0.0,0.13,2002-02-16 00:00:00,2002,2,february,16
9405,Ken to Mahou to Gakuen Mono. 3,psp,2010,role-playing,acquire,0.0,0.0,0.13,0.0,0.13,2010-08-26 00:00:00,2010,8,august,26
9406,Greg Hastings Paintball 2,wii,2010,shooter,505 games,0.12,0.0,0.0,0.01,0.13,2010-04-13 00:00:00,2010,4,april,13
9407,The Flintstones: Bedrock Bowling,ps,2000,sports,ubisoft,0.07,0.05,0.0,0.01,0.13,2000-08-09 00:00:00,2000,8,august,9
9408,Teenage Mutant Ninja Turtles: Danger of the Ooze,3ds,2014,adventure,activision,0.08,0.04,0.0,0.01,0.13,2014-01-17 00:00:00,2014,1,january,17
9409,NHL 2003,gc,2002,sports,electronic arts,0.1,0.03,0.0,0.0,0.13,2002-01-09 00:00:00,2002,1,january,9
9410,Chicken Run,ps,2000,adventure,eidos interactive,0.07,0.05,0.0,0.01,0.13,2000-12-04 00:00:00,2000,12,december,4
9411,Scene It? Bright Lights! Big Screen!,ps3,2009,misc,warner bros. interactive entertainment,0.1,0.01,0.0,0.01,0.13,2009-04-27 00:00:00,2009,4,april,27
9412,My Baby: First Steps,wii,2009,simulation,southpeak games,0.12,0.0,0.0,0.01,0.13,2009-10-01 00:00:00,2009,10,october,1
9413,Pro Baseball Spirits 2015,psv,2015,action,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2015-09-06 00:00:00,2015,9,september,6
9414,Shining Force III,sat,1997,strategy,sega,0.0,0.0,0.13,0.0,0.13,1997-04-09 00:00:00,1997,4,april,9
9415,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,psp,2011,sports,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,2011-01-17 00:00:00,2011,1,january,17
9416,Tales of the Heroes: Twin Brave,psp,2012,role-playing,namco bandai games,0.0,0.0,0.13,0.0,0.13,2012-02-04 00:00:00,2012,2,february,4
9417,WWE Survivor Series,gba,2004,fighting,thq,0.09,0.04,0.0,0.0,0.13,2004-11-17 00:00:00,2004,11,november,17
9418,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,ds,2006,action,sega,0.0,0.0,0.13,0.0,0.13,2006-06-02 00:00:00,2006,6,june,2
9419,Super Robot Wars BX,3ds,2015,action,namco bandai games,0.0,0.0,0.13,0.0,0.13,2015-10-18 00:00:00,2015,10,october,18
9420,Persona 4: Arena,x360,2012,fighting,atlus,0.08,0.02,0.03,0.01,0.13,2012-08-07 00:00:00,2012,8,august,7
9421,Tomb Raider: Legend,xb,2006,action,eidos interactive,0.1,0.03,0.0,0.0,0.13,2006-07-07 00:00:00,2006,7,july,7
9422,Nagano Winter Olympics '98,ps,1997,sports,konami digital entertainment,0.07,0.05,0.0,0.01,0.13,1997-08-20 00:00:00,1997,8,august,20
9423,Destroy All Humans! Path of the Furon,x360,2008,action,thq,0.08,0.04,0.0,0.01,0.13,2008-05-29 00:00:00,2008,5,may,29
9424,Winning Post 5,ps2,2001,sports,tecmo koei,0.0,0.0,0.13,0.0,0.13,2001-10-09 00:00:00,2001,10,october,9
9425,Star Wars: Lethal Alliance,psp,2006,action,ubisoft,0.11,0.01,0.0,0.01,0.13,2006-10-25 00:00:00,2006,10,october,25
9426,Midnight Mysteries: The Edgar Allan Poe Conspiracy,ds,2010,adventure,foreign media games,0.08,0.04,0.0,0.01,0.13,2010-09-23 00:00:00,2010,9,september,23
9427,All Star Cheer Squad 2,wii,2009,sports,thq,0.12,0.0,0.0,0.01,0.13,2009-01-16 00:00:00,2009,1,january,16
9428,Frogger Beyond,gc,2002,platform,konami digital entertainment,0.1,0.03,0.0,0.0,0.13,2002-05-11 00:00:00,2002,5,may,11
9429,RPG Maker II,ps2,2002,role-playing,enterbrain,0.06,0.05,0.0,0.02,0.13,2002-09-07 00:00:00,2002,9,september,7
9430,Resident Evil: Revelations 2,psv,2015,action,capcom,0.01,0.05,0.06,0.01,0.13,2015-06-28 00:00:00,2015,6,june,28
9431,SpongeBob's Surf & Skate Roadtrip,ds,2011,action,thq,0.11,0.02,0.0,0.01,0.13,2011-05-18 00:00:00,2011,5,may,18
9432,Destruction Derby Arenas,ps2,2004,racing,sony computer entertainment,0.06,0.05,0.0,0.02,0.13,2004-11-07 00:00:00,2004,11,november,7
9433,Cabela's Dangerous Hunts 2009,x360,2008,sports,activision,0.12,0.0,0.0,0.01,0.13,2008-12-29 00:00:00,2008,12,december,29
9434,The Unholy War,ps,1998,strategy,eidos interactive,0.07,0.05,0.0,0.01,0.13,1998-10-16 00:00:00,1998,10,october,16
9435,Chuck E. Cheese's Game Room,ds,2010,misc,ufo interactive,0.12,0.0,0.0,0.01,0.13,2010-04-07 00:00:00,2010,4,april,7
9436,Wantame Music Channel: Doko Demo Style,ds,2007,misc,capcom,0.0,0.0,0.13,0.0,0.13,2007-02-27 00:00:00,2007,2,february,27
9437,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,gba,2005,platform,ubisoft,0.09,0.03,0.0,0.0,0.13,2005-05-28 00:00:00,2005,5,may,28
9438,Shaman King: Power of Spirit,ps2,2004,adventure,konami digital entertainment,0.06,0.05,0.0,0.02,0.13,2004-10-11 00:00:00,2004,10,october,11
9439,Eat Lead: The Return of Matt Hazard,ps3,2009,shooter,d3publisher,0.09,0.02,0.0,0.01,0.13,2009-02-12 00:00:00,2009,2,february,12
9440,Attack on Titan (KOEI),psv,2016,action,tecmo koei,0.0,0.0,0.13,0.0,0.13,2016-12-03 00:00:00,2016,12,december,3
9441,Soccer Tsuku DS: World Challenge 2010,ds,2010,sports,sega,0.0,0.0,0.13,0.0,0.13,2010-12-07 00:00:00,2010,12,december,7
9442,Family Fortunes,wii,2009,misc,mindscape,0.0,0.12,0.0,0.01,0.13,2009-03-08 00:00:00,2009,3,march,8
9443,Megamind: The Blue Defender,psp,2010,adventure,thq,0.08,0.03,0.0,0.02,0.13,2010-02-04 00:00:00,2010,2,february,4
9444,Contra III: The Alien Wars,snes,1992,shooter,konami digital entertainment,0.0,0.0,0.13,0.0,0.13,1992-01-25 00:00:00,1992,1,january,25
9445,Dead to Rights: Reckoning,psp,2005,shooter,electronic arts,0.12,0.0,0.0,0.01,0.13,2005-05-25 00:00:00,2005,5,may,25
9446,The BIGS 2,ps3,2009,sports,take-two interactive,0.12,0.0,0.0,0.01,0.13,2009-11-09 00:00:00,2009,11,november,9
9447,Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan,3ds,2011,role-playing,square enix,0.0,0.0,0.13,0.0,0.13,2011-01-03 00:00:00,2011,1,january,3
9448,Amagami,ps2,2009,adventure,enterbrain,0.0,0.0,0.13,0.0,0.13,2009-12-20 00:00:00,2009,12,december,20
9449,Diablo II,pc,2000,role-playing,havas interactive,0.01,0.09,0.0,0.02,0.13,2000-05-12 00:00:00,2000,5,may,12
9450,How to Train Your Dragon 2,ps3,2014,adventure,little orbit,0.03,0.08,0.0,0.02,0.13,2014-07-24 00:00:00,2014,7,july,24
9451,NBA 08,ps3,2007,sports,sony computer entertainment,0.12,0.0,0.0,0.01,0.13,2007-07-26 00:00:00,2007,7,july,26
9452,The Smurfs 2,x360,2013,platform,ubisoft,0.03,0.09,0.0,0.01,0.13,2013-03-10 00:00:00,2013,3,march,10
9453,NeverDead,ps3,2012,shooter,konami digital entertainment,0.06,0.04,0.01,0.02,0.13,2012-08-11 00:00:00,2012,8,august,11
9454,No Fear Downhill Mountain Biking,ps,1998,sports,codemasters,0.07,0.05,0.0,0.01,0.13,1998-11-20 00:00:00,1998,11,november,20
9455,Fire ProWrestling,gba,2001,fighting,spike,0.09,0.03,0.0,0.0,0.13,2001-02-01 00:00:00,2001,2,february,1
9456,Eternal Poison (JP sales),ps2,2008,role-playing,banpresto,0.0,0.0,0.13,0.0,0.13,2008-07-04 00:00:00,2008,7,july,4
9457,Mission: Impossible - Operation Surma,xb,2003,platform,atari,0.1,0.03,0.0,0.0,0.13,2003-05-20 00:00:00,2003,5,may,20
9458,Naruto Shippuden: Kizuna Drive,psp,2010,action,namco bandai games,0.04,0.02,0.05,0.02,0.13,2010-06-07 00:00:00,2010,6,june,7
9459,The IdolM@ster: One for All,ps3,2014,misc,namco bandai games,0.0,0.0,0.13,0.0,0.13,2014-12-23 00:00:00,2014,12,december,23
9460,MX 2002 Featuring Ricky Carmichael,xb,2001,racing,thq,0.1,0.03,0.0,0.0,0.13,2001-07-03 00:00:00,2001,7,july,3
9461,Indianapolis 500 Legends,wii,2007,racing,destineer,0.12,0.0,0.0,0.01,0.13,2007-07-13 00:00:00,2007,7,july,13
9462,Romance of the Three Kingdoms IV: Wall of Fire,ps,1995,strategy,tecmo koei,0.05,0.03,0.04,0.01,0.13,1995-07-17 00:00:00,1995,7,july,17
9463,Illusion of Gaia,snes,1993,role-playing,nintendo,0.0,0.0,0.13,0.0,0.13,1993-06-19 00:00:00,1993,6,june,19
9464,Steel Battalion: Heavy Armor,x360,2012,misc,capcom,0.08,0.03,0.02,0.01,0.13,2012-07-02 00:00:00,2012,7,july,2
9465,Academy of Champions: Soccer,wii,2009,sports,ubisoft,0.1,0.02,0.0,0.01,0.13,2009-06-12 00:00:00,2009,6,june,12
9466,Mega Man Anniversary Collection,xb,2005,platform,capcom,0.1,0.03,0.0,0.0,0.13,2005-02-27 00:00:00,2005,2,february,27
9467,Disney Princess: Enchanting Storybooks,ds,2011,misc,thq,0.08,0.04,0.0,0.01,0.13,2011-10-25 00:00:00,2011,10,october,25
9468,Sally's Salon,ds,2008,simulation,capcom,0.12,0.0,0.0,0.01,0.13,2008-02-02 00:00:00,2008,2,february,2
9469,The Oregon Trail,3ds,2011,simulation,crave entertainment,0.12,0.0,0.0,0.01,0.13,2011-08-10 00:00:00,2011,8,august,10
9470,Disruptor,ps,1995,shooter,interplay,0.07,0.05,0.0,0.01,0.13,1995-08-17 00:00:00,1995,8,august,17
9471,NBA Ballers: Chosen One,ps3,2008,sports,midway games,0.12,0.0,0.0,0.01,0.13,2008-08-15 00:00:00,2008,8,august,15
9472,Lovely Lisa and Friends,ds,2010,simulation,tomy corporation,0.12,0.0,0.0,0.01,0.13,2010-12-03 00:00:00,2010,12,december,3
9473,Hasbro Family Fun Pack,xone,2015,misc,ubisoft,0.1,0.02,0.0,0.01,0.13,2015-01-04 00:00:00,2015,1,january,4
9474,Shrek Smash n' Crash Racing,gc,2006,racing,activision,0.1,0.03,0.0,0.0,0.13,2006-07-27 00:00:00,2006,7,july,27
9475,Under Night In-Birth,ps3,2014,fighting,nippon ichi software,0.06,0.02,0.04,0.02,0.13,2014-02-26 00:00:00,2014,2,february,26
9476,Drakengard 2,ps2,2005,role-playing,ubisoft,0.06,0.05,0.0,0.02,0.13,2005-06-23 00:00:00,2005,6,june,23
9478,Grand Knights History,psp,2011,role-playing,marvelous interactive,0.0,0.0,0.13,0.0,0.13,2011-12-12 00:00:00,2011,12,december,12
9479,Harvest Moon DS (jp sales),ds,2005,simulation,rising star games,0.0,0.0,0.13,0.0,0.13,2005-04-13 00:00:00,2005,4,april,13
9480,Summon Night: Twin Age,ds,2007,role-playing,banpresto,0.07,0.0,0.05,0.01,0.13,2007-12-17 00:00:00,2007,12,december,17
9481,Sin and Punishment,n64,2000,shooter,nintendo,0.0,0.0,0.13,0.0,0.13,2000-05-23 00:00:00,2000,5,may,23
9482,NBA Jam 2000,n64,1999,sports,acclaim entertainment,0.12,0.01,0.0,0.0,0.13,1999-08-31 00:00:00,1999,8,august,31
9483,Castlevania: Legacy of Darkness,n64,1999,platform,konami digital entertainment,0.06,0.02,0.05,0.0,0.13,1999-10-12 00:00:00,1999,10,october,12
9484,Just Dance: Disney Party,wii,2012,misc,ubisoft,0.01,0.1,0.0,0.02,0.13,2012-05-20 00:00:00,2012,5,may,20
9485,Cabela's Alaskan Adventure,x360,2006,sports,activision,0.12,0.0,0.0,0.01,0.13,2006-03-22 00:00:00,2006,3,march,22
9486,Rango: The Video Game,x360,2011,action,electronic arts,0.06,0.06,0.0,0.01,0.13,2011-07-01 00:00:00,2011,7,july,1
